"GENEID"	"oanatinus_gene_ensembl"	"cporcellus_gene_ensembl"	"gaculeatus_gene_ensembl"	"itridecemlineatus_gene_ensembl"	"lafricana_gene_ensembl"	"choffmanni_gene_ensembl"	"csavignyi_gene_ensembl"	"fcatus_gene_ensembl"	"rnorvegicus_gene_ensembl"	"psinensis_gene_ensembl"	"cjacchus_gene_ensembl"	"ttruncatus_gene_ensembl"	"scerevisiae_gene_ensembl"	"celegans_gene_ensembl"	"csabaeus_gene_ensembl"	"oniloticus_gene_ensembl"	"amexicanus_gene_ensembl"	"trubripes_gene_ensembl"	"pmarinus_gene_ensembl"	"eeuropaeus_gene_ensembl"	"falbicollis_gene_ensembl"	"etelfairi_gene_ensembl"	"cintestinalis_gene_ensembl"	"ptroglodytes_gene_ensembl"	"nleucogenys_gene_ensembl"	"sscrofa_gene_ensembl"	"ocuniculus_gene_ensembl"	"dnovemcinctus_gene_ensembl"	"pcapensis_gene_ensembl"	"tguttata_gene_ensembl"	"mlucifugus_gene_ensembl"	"hsapiens_gene_ensembl"	"pformosa_gene_ensembl"	"tbelangeri_gene_ensembl"	"mfuro_gene_ensembl"	"ggallus_gene_ensembl"	"xtropicalis_gene_ensembl"	"ecaballus_gene_ensembl"	"pabelii_gene_ensembl"	"drerio_gene_ensembl"	"xmaculatus_gene_ensembl"	"tnigroviridis_gene_ensembl"	"lchalumnae_gene_ensembl"	"amelanoleuca_gene_ensembl"	"mmulatta_gene_ensembl"	"pvampyrus_gene_ensembl"	"panubis_gene_ensembl"	"mdomestica_gene_ensembl"	"acarolinensis_gene_ensembl"	"vpacos_gene_ensembl"	"tsyrichta_gene_ensembl"	"ogarnettii_gene_ensembl"	"dmelanogaster_gene_ensembl"	"mmurinus_gene_ensembl"	"loculatus_gene_ensembl"	"olatipes_gene_ensembl"	"oprinceps_gene_ensembl"	"ggorilla_gene_ensembl"	"dordii_gene_ensembl"	"oaries_gene_ensembl"	"mmusculus_gene_ensembl"	"mgallopavo_gene_ensembl"	"gmorhua_gene_ensembl"	"saraneus_gene_ensembl"	"aplatyrhynchos_gene_ensembl"	"sharrisii_gene_ensembl"	"meugenii_gene_ensembl"	"btaurus_gene_ensembl"	"cfamiliaris_gene_ensembl"
"ENSG00000133773"	1	1	1	1	1	1	0	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
"ENSG00000133789"	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"ENSG00000133794"	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
"ENSG00000133800"	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1
"ENSG00000133805"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"ENSG00000133808"	1	1	0	1	1	0	1	1	1	0	1	1	0	0	1	0	0	0	1	0	0	0	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	1	1	0	1	0	0	1	1	1	1	1	0	0	1	1	1	0	1	1	0	0	0	1	1	1	0
"ENSG00000133812"	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
"ENSG00000133816"	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
"ENSG00000133818"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1
"ENSG00000133835"	1	1	0	1	1	1	0	1	1	1	1	1	1	0	1	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1
"ENSG00000133858"	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"ENSG00000133863"	1	1	0	1	1	1	0	1	1	0	1	1	0	0	1	0	1	0	0	1	0	1	0	1	1	1	1	0	1	0	1	1	0	1	1	0	0	1	1	0	0	0	0	1	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	0	0	1	0	1	1	1	1
"ENSG00000133872"	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
"ENSG00000133874"	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
"ENSG00000133878"	1	1	1	1	1	0	0	1	1	1	1	1	0	0	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
"ENSG00000133884"	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1
"ENSG00000133895"	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1
"ENSG00000133935"	1	1	1	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"ENSG00000133937"	1	1	1	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	0	0	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1
"ENSG00000133943"	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0
"ENSG00000133958"	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"ENSG00000133961"	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
"ENSG00000133962"	1	1	0	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	1	1	0	1	1	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	0	1	0	1	1	1	1
"ENSG00000133980"	0	1	1	1	1	0	0	1	1	1	1	0	0	0	1	1	1	1	0	0	1	1	0	0	1	1	1	1	0	1	0	1	1	0	1	1	0	0	0	1	1	1	1	0	1	1	0	1	1	1	0	1	0	1	1	1	1	1	0	0	1	1	1	0	1	1	0	1	1
"ENSG00000133983"	1	0	1	0	0	1	0	1	1	1	1	1	0	0	1	0	1	1	0	0	1	0	0	1	1	1	0	1	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1
"ENSG00000133985"	0	1	1	1	1	0	0	1	1	1	1	1	0	0	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1
"ENSG00000133997"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"ENSG00000134001"	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"ENSG00000134007"	0	0	0	1	1	0	1	1	0	1	1	0	0	1	1	0	0	0	1	1	1	0	1	1	1	1	1	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	1	1	0	0	0	1	0	1	1	1	1	0	0	0	1	1	1	0	0	0	1	1	0	0	1	1
"ENSG00000134013"	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"ENSG00000134014"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
"ENSG00000134020"	0	1	0	0	1	0	1	1	1	0	1	1	1	1	1	0	1	0	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	1	1	0	0	1	0	1	1	1	1
"ENSG00000134028"	1	0	0	0	1	1	0	1	1	0	1	1	0	1	1	0	1	0	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	0	1	1	1	1
"ENSG00000134030"	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
"ENSG00000134042"	1	1	0	1	1	1	0	1	1	0	1	1	0	1	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0	1	1	0	0	0	0	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	0	0	1	0	1	1	1	1
"ENSG00000134046"	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	0	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	1	1	1
"ENSG00000134049"	0	0	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	1	1	0	1	1	1	0	1	1	0
"ENSG00000134056"	0	0	0	1	1	1	0	1	1	0	1	1	0	0	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	1	0	1	1	1	1	1	1	1
"ENSG00000134057"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1
"ENSG00000134058"	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
"ENSG00000134061"	0	1	0	1	1	1	0	1	1	1	1	1	0	0	1	0	1	0	0	1	0	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	0	1	1	1	1	1	1
"ENSG00000134070"	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1
"ENSG00000134072"	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1
"ENSG00000134077"	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"ENSG00000134086"	0	1	1	1	0	0	0	0	1	1	1	0	0	0	1	1	1	1	1	0	1	0	0	1	1	0	0	1	0	1	0	1	1	0	0	1	1	1	1	1	1	0	1	0	1	0	1	1	1	0	0	0	0	0	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0
"ENSG00000134107"	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	1
"ENSG00000134108"	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
"ENSG00000134109"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1
"ENSG00000134115"	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1
"ENSG00000134121"	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
"ENSG00000134138"	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"ENSG00000134146"	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"ENSG00000134152"	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"ENSG00000134153"	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"ENSG00000134160"	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"ENSG00000134183"	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1
"ENSG00000134184"	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	1	1	1	0	1	1	0	1	1	1	1	0	1	0	0	0	1	1	0	0	1	1	0	1	1	1	1	1	0	1	0	0	0	1	0	1	1	0	1	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0
"ENSG00000134186"	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"ENSG00000134193"	0	1	0	1	0	0	0	1	1	0	1	1	0	0	1	0	0	0	0	1	0	1	0	1	1	1	1	1	0	0	1	1	0	1	1	0	1	1	1	0	0	0	1	1	1	1	1	1	0	1	1	0	0	1	0	0	1	1	1	1	1	0	0	0	0	1	0	1	1
"ENSG00000134198"	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
"ENSG00000134200"	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
"ENSG00000134201"	0	0	1	0	0	0	1	0	0	1	1	0	0	1	1	1	1	1	0	1	1	0	1	1	0	1	0	1	0	0	0	1	1	0	0	1	1	0	1	1	1	1	1	0	1	0	1	0	1	0	1	1	0	1	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0
"ENSG00000134202"	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	0	1	1	0	1	1	1	1
"ENSG00000134207"	0	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"ENSG00000134215"	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"ENSG00000134216"	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	0	1	1	0	1	0	1	0	1	0	1	1	1	1	0	1	0	0	0	1	1	1	0	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	1	0	0	1	1
"ENSG00000134222"	1	1	0	1	1	1	0	1	1	1	1	1	0	0	1	0	0	0	0	1	0	1	0	1	1	1	1	1	1	0	1	1	0	1	1	0	0	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	0	0	1	0	1	1	1	1
"ENSG00000134240"	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1
"ENSG00000134242"	1	1	1	1	1	1	0	1	1	0	1	1	1	0	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1
"ENSG00000134243"	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1
"ENSG00000134245"	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1
"ENSG00000134247"	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
"ENSG00000134248"	1	0	0	1	1	1	0	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	0	1	1	1	0	1	1
"ENSG00000134249"	1	0	0	1	1	1	1	0	1	1	0	0	0	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	0	1	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1	1	0	0	0	1	1	0	1	1	0	0	0	1	1	0	1	1
"ENSG00000134250"	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"ENSG00000134253"	0	0	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"ENSG00000134255"	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"ENSG00000134256"	0	1	0	1	1	1	0	1	1	1	1	1	0	0	1	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1
"ENSG00000134258"	0	1	1	1	1	1	0	1	1	0	1	1	0	0	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
"ENSG00000134259"	0	1	1	1	1	0	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	0	1	1
"ENSG00000134262"	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
"ENSG00000134265"	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"ENSG00000134278"	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"ENSG00000134283"	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
"ENSG00000134285"	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	0	1	0	0	0	1	1	1
"ENSG00000134287"	0	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	1	1	1	1	0	1
