CountryCode,SeriesCode,DESCRIPTION
LTU,SG.NOD.CONS,There is no nondiscrimination provision.
LTU,SP.DYN.CBRT.IN,Data sources : Eurostat
LTU,SP.DYN.CDRT.IN,Data sources : Eurostat
LTU,SP.DYN.LE00.FE.IN,"Data sources : Eurostat, Statistics Department"
LTU,SP.DYN.LE00.IN,Derived using male and female life expectancy
LTU,SP.DYN.LE00.MA.IN,"Data sources : Eurostat, Statistics Department"
LTU,SP.DYN.TFRT.IN,"Data sources : Eurostat, Statistics Department"
LTU,SP.POP.TOTL,Data sources : Eurostat
LUX,SG.NOD.CONS,There is no nondiscrimination provision.
LUX,SP.DYN.CBRT.IN,Data sources : Eurostat
LUX,SP.DYN.CDRT.IN,Data sources : Eurostat
LUX,SP.DYN.LE00.FE.IN,"Data sources : Eurostat, United Nations World Population Prospects"
LUX,SP.DYN.LE00.IN,Derived using male and female life expectancy
LUX,SP.DYN.LE00.MA.IN,"Data sources : Eurostat, United Nations World Population Prospects"
LUX,SP.DYN.TFRT.IN,"Data sources : Eurostat, Council of Europe"
LUX,SP.POP.TOTL,Data sources : Eurostat
LVA,SP.DYN.CBRT.IN,Data sources : Eurostat
LVA,SP.DYN.CDRT.IN,Data sources : Eurostat
LVA,SP.DYN.LE00.FE.IN,"Data sources : Eurostat, Council of Europe"
LVA,SP.DYN.LE00.IN,Derived using male and female life expectancy
LVA,SP.DYN.LE00.MA.IN,"Data sources : Eurostat, Council of Europe"
LVA,SP.DYN.TFRT.IN,"Data sources : Eurostat, Council of Europe"
LVA,SP.POP.TOTL,Data sources : Eurostat
MAC,SG.POP.MIGR.FE.ZS,"As of 20 December 1999, Macao became a Special Administrative Region (SAR) of China."
MAC,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
MAC,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
MAC,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
MAC,SP.DYN.LE00.IN,Derived using male and female life expectancy
MAC,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
MAC,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
MAC,SP.POP.TOTL,Data sources : United Nations World Population Prospects
MAF,SP.DYN.CBRT.IN,Data sources : U.S. Census Bureau
MAF,SP.DYN.CDRT.IN,Data sources : U.S. Census Bureau
MAF,SP.DYN.LE00.FE.IN,Data sources : U.S. Census Bureau
MAF,SP.DYN.LE00.MA.IN,Data sources : U.S. Census Bureau
MAF,SP.DYN.TFRT.IN,Data sources : U.S. Census Bureau
MAF,SP.POP.TOTL,Data sources : U.S. Census Bureau
MAR,NY.GDP.PCAP.CD,Includes Former Spanish Sahara.
MAR,NY.GNP.PCAP.CD,Includes Former Spanish Sahara.
MAR,NY.GNP.PCAP.PP.CD,Includes Former Spanish Sahara.
MAR,SG.NOD.CONS,There is no nondiscrimination provision.
MAR,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
MAR,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
MAR,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
MAR,SP.DYN.LE00.IN,Derived using male and female life expectancy
MAR,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
MAR,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
MAR,SP.POP.0014.TO.ZS,Morocco only. (Excluding former Spanish Sahara)
MAR,SP.POP.1564.TO.ZS,Morocco only. (Excluding former Spanish Sahara)
MAR,SP.POP.65UP.TO.ZS,Morocco only. (Excluding former Spanish Sahara)
MAR,SP.POP.TOTL,Data sources : United Nations World Population Prospects
MAR,SP.POP.TOTL.FE.ZS,Morocco only. (Excluding former Spanish Sahara)
MCO,SH.XPD.PCAP.PP.KD,Some estimates should be viewed with caution as these are derived from scarce data.
MCO,SH.XPD.PUBL.ZS,Some estimates should be viewed with caution as these are derived from scarce data.
MCO,SP.DYN.CBRT.IN,Data sources : Eurostat
MCO,SP.DYN.CDRT.IN,Data sources : Eurostat
MCO,SP.POP.TOTL,Data sources : United Nations World Population Prospects
MDA,NY.GDP.PCAP.CD,Excludes Transnistria.
MDA,NY.GNP.PCAP.CD,Excludes Transnistria.
MDA,NY.GNP.PCAP.PP.CD,Excludes Transnistria.
MDA,SG.POP.MIGR.FE.ZS,Includes Transnistria.
MDA,SH.XPD.PCAP.PP.KD,The health expenditure data as well as the population data after 2000 do not include Transdniestria. Data on GDP and private final consumption expenditure exclude Transdniestria from 1995.
MDA,SH.XPD.PUBL.ZS,The health expenditure data as well as the population data after 2000 do not include Transdniestria. Data on GDP and private final consumption expenditure exclude Transdniestria from 1995.
MDA,SP.ADO.TFRT,Including Transnistria.
MDA,SP.DYN.CBRT.IN,Data sources and note : United Nations World Population Prospects. Including Transnistria.
MDA,SP.DYN.CDRT.IN,Data sources and note : United Nations World Population Prospects. Including Transnistria.
MDA,SP.DYN.LE00.FE.IN,Data sources and note : United Nations World Population Prospects. Including Transnistria.
MDA,SP.DYN.LE00.IN,Derived using male and female life expectancy
MDA,SP.DYN.LE00.MA.IN,Data sources and note : United Nations World Population Prospects. Including Transnistria.
MDA,SP.DYN.TFRT.IN,Data sources and note : United Nations World Population Prospects. Including Transnistria.
MDA,SP.POP.0014.FE.IN,Derived using ratio of age group from WPP and World Bank population.
MDA,SP.POP.0014.TO.ZS,Including Transnistria.
MDA,SP.POP.1564.FE.IN,Derived using ratio of age group from WPP and World Bank population.
MDA,SP.POP.1564.MA.IN,Derived using ratio of age group from WPP and World Bank population.
MDA,SP.POP.1564.TO,Derived using ratio of age group from WPP and World Bank population.
MDA,SP.POP.1564.TO.ZS,Including Transnistria.
MDA,SP.POP.65UP.FE.IN,Derived using ratio of age group from WPP and World Bank population.
MDA,SP.POP.65UP.TO.ZS,Including Transnistria.
MDA,SP.POP.AG00.FE.IN,Including Transnistria.
MDA,SP.POP.AG00.MA.IN,Including Transnistria.
MDA,SP.POP.AG01.FE.IN,Including Transnistria.
MDA,SP.POP.AG01.MA.IN,Including Transnistria.
MDA,SP.POP.AG02.FE.IN,Including Transnistria.
MDA,SP.POP.AG02.MA.IN,Including Transnistria.
MDA,SP.POP.AG03.FE.IN,Including Transnistria.
MDA,SP.POP.AG03.MA.IN,Including Transnistria.
MDA,SP.POP.AG04.FE.IN,Including Transnistria.
MDA,SP.POP.AG04.MA.IN,Including Transnistria.
MDA,SP.POP.AG05.FE.IN,Including Transnistria.
MDA,SP.POP.AG05.MA.IN,Including Transnistria.
MDA,SP.POP.BRTH.MF,Including Transnistria.
MDA,SP.POP.DPND,Including Transnistria.
MDA,SP.POP.TOTL,"Data sources : National Bureau of Statistics. Excluding Transnistria. For 1950-94, World Bank estimates using UN World Population Prospects' growth rates of whole Moldova."
MDA,SP.POP.TOTL.FE.ZS,Excluding Transnistria.
MDG,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
MDG,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
MDG,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
MDG,SP.DYN.LE00.IN,Derived using male and female life expectancy
MDG,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
MDG,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
MDG,SP.POP.TOTL,Data sources : United Nations World Population Prospects
MDV,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
MDV,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
MDV,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
MDV,SP.DYN.LE00.IN,Derived using male and female life expectancy
MDV,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
MDV,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
MDV,SP.POP.TOTL,"Data sources : For 1960-1989, United Nations World Population Prospects. For 1990 onwards, 1990, 1995, 2000, 2006, 2014 censuses, and data on expatriate employment from Maldives National Bureau of Statistics. The census data are adjusted for mid-year and for foreign population."
MEX,SG.OBT.IDCD.MR,There is no national identity card.
MEX,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
MEX,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
MEX,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
MEX,SP.DYN.LE00.IN,Derived using male and female life expectancy
MEX,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
MEX,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
MEX,SP.POP.TOTL,Data sources : United Nations World Population Prospects
MHL,SP.DYN.CBRT.IN,"Data sources : Economic Policy, Planning and Statistics Office; DHS 2007"
MHL,SP.DYN.CDRT.IN,"Data sources : Economic Policy, Planning and Statistics Office"
MHL,SP.DYN.LE00.FE.IN,"Data sources : Economic Policy, Planning and Statistics Office; World Health Report 2001; U.S. Census Bureau"
MHL,SP.DYN.LE00.IN,Derived using male and female life expectancy
MHL,SP.DYN.LE00.MA.IN,"Data sources : Economic Policy, Planning and Statistics Office; World Health Report 2001; U.S. Census Bureau"
MHL,SP.DYN.TFRT.IN,"Data sources : DHS 2007; Economic Policy, Planning and Statistics Office; U.S. Census Bureau"
MHL,SP.POP.TOTL,Data sources : United Nations World Population Prospects
MKD,SP.ADO.TFRT,The former Yugoslav Republic of Macedonia.
MKD,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
MKD,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
MKD,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
MKD,SP.DYN.LE00.IN,Derived using male and female life expectancy
MKD,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
MKD,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
MKD,SP.POP.AG00.FE.IN,The former Yugoslav Republic of Macedonia.
MKD,SP.POP.AG00.MA.IN,The former Yugoslav Republic of Macedonia.
MKD,SP.POP.AG01.FE.IN,The former Yugoslav Republic of Macedonia.
MKD,SP.POP.AG01.MA.IN,The former Yugoslav Republic of Macedonia.
MKD,SP.POP.AG02.FE.IN,The former Yugoslav Republic of Macedonia.
MKD,SP.POP.AG02.MA.IN,The former Yugoslav Republic of Macedonia.
MKD,SP.POP.AG03.FE.IN,The former Yugoslav Republic of Macedonia.
MKD,SP.POP.AG03.MA.IN,The former Yugoslav Republic of Macedonia.
MKD,SP.POP.AG04.FE.IN,The former Yugoslav Republic of Macedonia.
MKD,SP.POP.AG04.MA.IN,The former Yugoslav Republic of Macedonia.
MKD,SP.POP.AG05.FE.IN,The former Yugoslav Republic of Macedonia.
MKD,SP.POP.AG05.MA.IN,The former Yugoslav Republic of Macedonia.
MKD,SP.POP.BRTH.MF,The former Yugoslav Republic of Macedonia.
MKD,SP.POP.TOTL,Data sources : United Nations World Population Prospects
MLI,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
MLI,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
MLI,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
MLI,SP.DYN.LE00.IN,Derived using male and female life expectancy
MLI,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
MLI,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
MLI,SP.POP.TOTL,Data sources : United Nations World Population Prospects
MLT,SP.DYN.CBRT.IN,Data sources : Eurostat
MLT,SP.DYN.CDRT.IN,Data sources : Eurostat
MLT,SP.DYN.LE00.FE.IN,"Data sources : Eurostat, United Nations World Population Prospects"
MLT,SP.DYN.LE00.IN,Derived using male and female life expectancy
MLT,SP.DYN.LE00.MA.IN,"Data sources : Eurostat, United Nations World Population Prospects"
MLT,SP.DYN.TFRT.IN,"Data sources : Eurostat, National Statistics Office"
MLT,SP.POP.TOTL,Data sources : Eurostat
MMR,SH.XPD.PCAP.PP.KD,The market exchange rate is used to estimate the per capita figures.
MMR,SH.XPD.PUBL.ZS,The market exchange rate is used to estimate the per capita figures.
MMR,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
MMR,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
MMR,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
MMR,SP.DYN.LE00.IN,Derived using male and female life expectancy
MMR,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
MMR,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
MMR,SP.POP.TOTL,Data sources : United Nations World Population Prospects
MNE,SH.XPD.PCAP.PP.KD,"After the declaration of independence on 03 June 2006, Serbia and Montenegro are now separate states. Health expenditures for the previous years have been estimated separately for each of the two countries. "
MNE,SH.XPD.PUBL.ZS,"After the declaration of independence on 03 June 2006, Serbia and Montenegro are now separate states. Health expenditures for the previous years have been estimated separately for each of the two countries. "
MNE,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
MNE,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
MNE,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
MNE,SP.DYN.LE00.IN,Derived using male and female life expectancy
MNE,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
MNE,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
MNE,SP.POP.TOTL,"Data sources : For years after 2000, Statistical Office of Montenegro. For years 1960-1999, growth rates of United Nations World Population Prospects were used to estimate backwards."
MNG,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
MNG,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
MNG,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
MNG,SP.DYN.LE00.IN,Derived using male and female life expectancy
MNG,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
MNG,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
MNG,SP.POP.TOTL,Data sources : United Nations World Population Prospects
MNP,SP.POP.TOTL,Data sources : United Nations World Population Prospects
MOZ,SG.NOD.CONS,There is no nondiscrimination provision.
MOZ,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
MOZ,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
MOZ,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
MOZ,SP.DYN.LE00.IN,Derived using male and female life expectancy
MOZ,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
MOZ,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
MOZ,SP.POP.TOTL,Data sources : United Nations World Population Prospects
MRT,SG.NOD.CONS,There is no nondiscrimination provision.
MRT,SH.XPD.PCAP.PP.KD,Some estimates should be viewed with caution as these are derived from scarce data.
MRT,SH.XPD.PUBL.ZS,Some estimates should be viewed with caution as these are derived from scarce data.
MRT,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
MRT,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
MRT,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
MRT,SP.DYN.LE00.IN,Derived using male and female life expectancy
MRT,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
MRT,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
MRT,SP.POP.TOTL,Data sources : United Nations World Population Prospects
MUS,SG.POP.MIGR.FE.ZS,"Includes Agalega, Rodrigues and Saint Brandon."
MUS,SP.ADO.TFRT,"Including Agalega, Rodrigues and Saint Brandon."
MUS,SP.DYN.CBRT.IN,Data sources : Statistics Mauritius
MUS,SP.DYN.CDRT.IN,Data sources : Statistics Mauritius
MUS,SP.DYN.LE00.FE.IN,"Data sources : Statistics Mauritius, United Nations World Population Prospects"
MUS,SP.DYN.LE00.IN,Derived using male and female life expectancy
MUS,SP.DYN.LE00.MA.IN,"Data sources : Statistics Mauritius, United Nations World Population Prospects"
MUS,SP.DYN.TFRT.IN,"Data sources : Statistics Mauritius, United Nations World Population Prospects"
MUS,SP.POP.0014.FE.IN,Derived using ratio of age group from WPP and World Bank population.
MUS,SP.POP.0014.TO.ZS,Including Agalega and St. Brandon.
MUS,SP.POP.1564.FE.IN,Derived using ratio of age group from WPP and World Bank population.
MUS,SP.POP.1564.MA.IN,Derived using ratio of age group from WPP and World Bank population.
MUS,SP.POP.1564.TO,Derived using ratio of age group from WPP and World Bank population.
MUS,SP.POP.1564.TO.ZS,Including Agalega and St. Brandon.
MUS,SP.POP.65UP.FE.IN,Derived using ratio of age group from WPP and World Bank population.
MUS,SP.POP.65UP.TO.ZS,Including Agalega and St. Brandon.
MUS,SP.POP.AG00.FE.IN,"Including Agalega, Rodrigues and Saint Brandon."
MUS,SP.POP.AG00.MA.IN,"Including Agalega, Rodrigues and Saint Brandon."
MUS,SP.POP.AG01.FE.IN,"Including Agalega, Rodrigues and Saint Brandon."
MUS,SP.POP.AG01.MA.IN,"Including Agalega, Rodrigues and Saint Brandon."
MUS,SP.POP.AG02.FE.IN,"Including Agalega, Rodrigues and Saint Brandon."
MUS,SP.POP.AG02.MA.IN,"Including Agalega, Rodrigues and Saint Brandon."
MUS,SP.POP.AG03.FE.IN,"Including Agalega, Rodrigues and Saint Brandon."
MUS,SP.POP.AG03.MA.IN,"Including Agalega, Rodrigues and Saint Brandon."
MUS,SP.POP.AG04.FE.IN,"Including Agalega, Rodrigues and Saint Brandon."
MUS,SP.POP.AG04.MA.IN,"Including Agalega, Rodrigues and Saint Brandon."
MUS,SP.POP.AG05.FE.IN,"Including Agalega, Rodrigues and Saint Brandon."
MUS,SP.POP.AG05.MA.IN,"Including Agalega, Rodrigues and Saint Brandon."
MUS,SP.POP.BRTH.MF,"Including Agalega, Rodrigues and Saint Brandon."
MUS,SP.POP.DPND,Including Agalega and St. Brandon.
MUS,SP.POP.TOTL,"Data sources : Statistics Mauritius, United Nations World Population Prospects"
MUS,SP.POP.TOTL.FE.ZS,Excluding Agalega and St. Brandon.
MWI,SG.OBT.IDCD.MR,There is no national identity card.
MWI,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
MWI,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
MWI,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
MWI,SP.DYN.LE00.IN,Derived using male and female life expectancy
MWI,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
MWI,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
MWI,SP.POP.TOTL,Data sources : United Nations World Population Prospects
MYS,SG.POP.MIGR.FE.ZS,Includes Sabah and Sarawak.
MYS,SP.ADO.TFRT,Including Sabah and Sarawak.
MYS,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
MYS,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
MYS,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
MYS,SP.DYN.LE00.IN,Derived using male and female life expectancy
MYS,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
MYS,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
MYS,SP.POP.0014.TO.ZS,Including Sabah and Sarawak.
MYS,SP.POP.1564.TO.ZS,Including Sabah and Sarawak.
MYS,SP.POP.65UP.TO.ZS,Including Sabah and Sarawak.
MYS,SP.POP.AG00.FE.IN,Including Sabah and Sarawak.
MYS,SP.POP.AG00.MA.IN,Including Sabah and Sarawak.
MYS,SP.POP.AG01.FE.IN,Including Sabah and Sarawak.
MYS,SP.POP.AG01.MA.IN,Including Sabah and Sarawak.
MYS,SP.POP.AG02.FE.IN,Including Sabah and Sarawak.
MYS,SP.POP.AG02.MA.IN,Including Sabah and Sarawak.
MYS,SP.POP.AG03.FE.IN,Including Sabah and Sarawak.
MYS,SP.POP.AG03.MA.IN,Including Sabah and Sarawak.
MYS,SP.POP.AG04.FE.IN,Including Sabah and Sarawak.
MYS,SP.POP.AG04.MA.IN,Including Sabah and Sarawak.
MYS,SP.POP.AG05.FE.IN,Including Sabah and Sarawak.
MYS,SP.POP.AG05.MA.IN,Including Sabah and Sarawak.
MYS,SP.POP.BRTH.MF,Including Sabah and Sarawak.
MYS,SP.POP.TOTL,Data sources : United Nations World Population Prospects
MYS,SP.POP.TOTL.FE.ZS,Including Sabah and Sarawak.
NAM,SG.GEN.PARL.ZS,The 6 additional non-voting members will be appointed by the President of the Republic after he will be sworn in on 21 March 2005.
NAM,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
NAM,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
NAM,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
NAM,SP.DYN.LE00.IN,Derived using male and female life expectancy
NAM,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
NAM,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
NAM,SP.POP.TOTL,Data sources : United Nations World Population Prospects
NCL,SP.DYN.CBRT.IN,Data sources : Institute of Statistics and Economic Studies
NCL,SP.DYN.CDRT.IN,Data sources : Institute of Statistics and Economic Studies
NCL,SP.DYN.LE00.FE.IN,Data sources : Institute of Statistics and Economic Studies
NCL,SP.DYN.LE00.IN,Derived using male and female life expectancy
NCL,SP.DYN.LE00.MA.IN,Data sources : Institute of Statistics and Economic Studies
NCL,SP.DYN.TFRT.IN,Data sources : Institute of Statistics and Economic Studies
NCL,SP.POP.TOTL,Data sources : Institute of Statistics and Economic Studies
NER,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
NER,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
NER,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
NER,SP.DYN.LE00.IN,Derived using male and female life expectancy
NER,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
NER,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
NER,SP.POP.TOTL,Data sources : United Nations World Population Prospects
NGA,SH.XPD.PCAP.PP.KD,Some estimates should be viewed with caution as these are derived from scarce data.
NGA,SH.XPD.PUBL.ZS,Some estimates should be viewed with caution as these are derived from scarce data.
NGA,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
NGA,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
NGA,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
NGA,SP.DYN.LE00.IN,Derived using male and female life expectancy
NGA,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
NGA,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
NGA,SP.POP.TOTL,Data sources : United Nations World Population Prospects
NIC,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
NIC,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
NIC,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
NIC,SP.DYN.LE00.IN,Derived using male and female life expectancy
NIC,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
NIC,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
NIC,SP.POP.TOTL,Data sources : United Nations World Population Prospects
NLD,SP.DYN.CBRT.IN,Data sources : Eurostat
NLD,SP.DYN.CDRT.IN,Data sources : Eurostat
NLD,SP.DYN.LE00.FE.IN,"Data sources : Eurostat, Statistics Netherlands"
NLD,SP.DYN.LE00.IN,Derived using male and female life expectancy
NLD,SP.DYN.LE00.MA.IN,"Data sources : Eurostat, Statistics Netherlands"
NLD,SP.DYN.TFRT.IN,Data sources : Eurostat
NLD,SP.POP.TOTL,Data sources : Eurostat
NOR,SG.MMR.LEVE.EP,No paid or unpaid maternity leave is available.
NOR,SG.NOD.CONS,There is no nondiscrimination provision.
NOR,SG.OBT.IDCD.MR,There is no national identity card.
NOR,SG.POP.MIGR.FE.ZS,Includes Svalbard and Jan Mayen Islands.
NOR,SH.MMR.LEVE,Paid parental leave is available
NOR,SH.MMR.WAGE.ZS,Paid parental leave is available
NOR,SP.ADO.TFRT,Including Svalbard and Jan Mayen Islands.
NOR,SP.DYN.CBRT.IN,Data sources : Eurostat
NOR,SP.DYN.CDRT.IN,Data sources : Eurostat
NOR,SP.DYN.LE00.FE.IN,"Data sources : Eurostat, Statistics Norway"
NOR,SP.DYN.LE00.IN,Derived using male and female life expectancy
NOR,SP.DYN.LE00.MA.IN,"Data sources : Eurostat, Statistics Norway"
NOR,SP.DYN.TFRT.IN,"Data sources : Eurostat, Statistics Norway"
NOR,SP.POP.AG00.FE.IN,Including Svalbard and Jan Mayen Islands.
NOR,SP.POP.AG00.MA.IN,Including Svalbard and Jan Mayen Islands.
NOR,SP.POP.AG01.FE.IN,Including Svalbard and Jan Mayen Islands.
NOR,SP.POP.AG01.MA.IN,Including Svalbard and Jan Mayen Islands.
NOR,SP.POP.AG02.FE.IN,Including Svalbard and Jan Mayen Islands.
NOR,SP.POP.AG02.MA.IN,Including Svalbard and Jan Mayen Islands.
NOR,SP.POP.AG03.FE.IN,Including Svalbard and Jan Mayen Islands.
NOR,SP.POP.AG03.MA.IN,Including Svalbard and Jan Mayen Islands.
NOR,SP.POP.AG04.FE.IN,Including Svalbard and Jan Mayen Islands.
NOR,SP.POP.AG04.MA.IN,Including Svalbard and Jan Mayen Islands.
NOR,SP.POP.AG05.FE.IN,Including Svalbard and Jan Mayen Islands.
NOR,SP.POP.AG05.MA.IN,Including Svalbard and Jan Mayen Islands.
NOR,SP.POP.BRTH.MF,Including Svalbard and Jan Mayen Islands.
NOR,SP.POP.TOTL,Data sources : Eurostat
NPL,SG.OBT.IDCD.MR,There is no national identity card.
NPL,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
NPL,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
NPL,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
NPL,SP.DYN.LE00.IN,Derived using male and female life expectancy
NPL,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
NPL,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
NPL,SP.POP.TOTL,Data sources : United Nations World Population Prospects
NRU,SP.POP.TOTL,Data sources : United Nations World Population Prospects
NZL,SG.OBT.IDCD.MR,There is no national identity card.
NZL,SP.DYN.CBRT.IN,Data sources : Statistics New Zealand
NZL,SP.DYN.CDRT.IN,Data sources : Statistics New Zealand
NZL,SP.DYN.LE00.FE.IN,"Data sources : Statistics New Zealand, United Nations World Population Prospects"
NZL,SP.DYN.LE00.IN,Derived using male and female life expectancy
NZL,SP.DYN.LE00.MA.IN,"Data sources : Statistics New Zealand, United Nations World Population Prospects"
NZL,SP.DYN.TFRT.IN,"Data sources : Statistics New Zealand, United Nations World Population Prospects"
NZL,SP.POP.TOTL,Data sources : Statistics New Zealand
OMN,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
OMN,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
OMN,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
OMN,SP.DYN.LE00.IN,Derived using male and female life expectancy
OMN,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
OMN,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
OMN,SP.POP.TOTL,Data sources : United Nations World Population Prospects
PAK,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
PAK,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
PAK,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
PAK,SP.DYN.LE00.IN,Derived using male and female life expectancy
PAK,SP.DYN.LE00.MA.IN,Data sources : United Nations World Population Prospects
PAK,SP.DYN.TFRT.IN,Data sources : United Nations World Population Prospects
PAK,SP.POP.TOTL,Data sources : United Nations World Population Prospects
PAN,SP.DYN.CBRT.IN,Data sources : United Nations World Population Prospects
PAN,SP.DYN.CDRT.IN,Data sources : United Nations World Population Prospects
PAN,SP.DYN.LE00.FE.IN,Data sources : United Nations World Population Prospects
